source,target,maxflow,degree_centrality,link_type,closeness_centrality,eigenvector_centrality,id,length,betweenness_centrality,link_category,katz_centrality
P_B163,P_B278S,0.30013130917864767,0.0032679738562091504,Power,0.0006286768893591947,-6.887443418854725e-19,P_L278S,126.652,0.005807326670343024,Power line,-0.006951602524477468
P_B164,P_B166,0.15001083928690725,0.005718954248366014,Power,0.0005957044534492719,-9.976864750854763e-19,P_L254,70.095,0.0025048606898508915,Power line,-0.04577975060583609
P_B14,P_B24,0.09000365132902825,0.004901960784313725,Power,0.0008390535425349717,-1.3410957249241093e-17,P_L256,61.263,0.0018248551913034095,Power line,-0.03159153532017322
P_B14,P_B15,0.8112360600825849,0.005718954248366014,Power,0.0008378601588317409,-9.058775480228407e-18,P_L257,70.095,0.0160395430602661,Power line,-0.02434870271770841
P_B14,P_B307S,0.9921256504185003,0.004901960784313725,Power,0.000874938889614403,-3.1782228146549526e-18,P_L307S,136.209,0.019486505677099943,Power line,-0.02060902329617848
P_B15,P_B16,0.7209306021188994,0.005718954248366014,Power,0.0008050327074221504,-2.8025304845918182e-18,P_L258,132.31,0.014300055349288153,Power line,-0.023652031492759365
P_B16,P_B23,0.09000406829552318,0.004901960784313725,Power,0.0007738591490256519,1.6719367463653061e-19,P_L259,68.937,0.0018248551913034095,Power line,-0.02915957739996057
P_B16,P_B17,0.5404710274574526,0.005718954248366014,Power,0.0007640882803373486,-3.1160179211422683e-18,P_L260,140.198,0.010789067122210214,Power line,-0.026296810996304862
P_B17,P_B18,0.4501992480676235,0.005718954248366014,Power,0.000733684006899892,-8.820926051530162e-18,P_L261,78.06,0.009017566606110219,Power line,-0.027203550447557397
P_B18,P_B22,0.09000543520359815,0.004901960784313725,Power,0.0007114463226629885,-1.5986050352135254e-17,P_L262,94.284,0.0018248551913034095,Power line,-0.029828476272925286
P_B18,P_B19,0.2700884698631611,0.005718954248366014,Power,0.0007058527536346122,-4.462785437918078e-18,P_L263,141.791,0.00544255276878818,Power line,-0.023188057420580273
P_B19,P_B20,0.18001938457153652,0.004901960784313725,Power,0.0006806483894667617,1.1821410874949779e-17,P_L264,66.984,0.0036390394475661362,Power line,-0.028223994128106833
P_B20,P_B21,0.09000458440483579,0.004084967320261438,Power,0.0006643046069683719,5.098589918378459e-18,P_L265,78.438,0.0018248551913034095,Power line,-0.03474589656382987
P_B377,P_B347,0.1600627388405877,0.008986928104575163,Power,0.0006372051152277243,2.365327758921451e-16,P_L306,267.428,0.010273861990493982,Power line,-0.022802981992146233
P_B377,P_B325,0.4607400986706234,0.008986928104575163,Power,0.0006427753955090323,2.8126509547168067e-16,P_L381,214.482,0.027259319488789475,Power line,-0.02503707355770784
P_B377,P_B301S,0.6612284350616219,0.005718954248366014,Power,0.000669102258839933,1.178433664182275e-16,P_L301S,50.629,0.03915867325209198,Power line,0.04083280297803249
P_B347,P_B348,0.08001996765174446,0.008169934640522876,Power,0.0005771393346137954,2.185517372514799e-16,P_L375,406.484,0.0056439407284901875,Power line,-0.015260134383215863
P_B298,P_B299,0.42115333315617476,0.006535947712418301,Power,0.0006501242955460713,-1.6252657205619889e-16,P_L309,296.327,0.02919232599732398,Power line,-0.021048956241628343
P_B298,P_B298S,0.461297032549583,0.004901960784313725,Power,0.0006933715656687,-8.951403805239449e-17,P_L298S,119.384,0.031881335381747915,Power line,-0.024739080320292157
P_B299,P_B300,0.38085613805609914,0.006535947712418301,Power,0.0005898175392333831,-2.0119358797256443e-16,P_L310,369.604,0.026479307009058508,Power line,-0.018346814385479998
P_B300,P_B301,0.3405517632066852,0.006535947712418301,Power,0.0005410815812044807,-1.4333703607461233e-16,P_L311,258.155,0.0237422784169515,Power line,-0.01903841684895516
P_B301,P_B302,0.3003809691387472,0.006535947712418301,Power,0.0005062355173859324,-6.199807166791817e-17,P_L312,270.895,0.020981240221002954,Power line,-0.02075918623735372
P_B302,P_B303,0.2602410787511481,0.006535947712418301,Power,0.00047505128701939034,-6.368438174442668e-17,P_L313,264.467,0.01819619242121287,Power line,-0.021312711080970263
P_B303,P_B304,0.22013813775146185,0.006535947712418301,Power,0.00044975513491183564,-2.655341898560222e-17,P_L314,220.05,0.015387135017581252,Power line,-0.023431853112961254
P_B304,P_B305,0.18007656599854843,0.006535947712418301,Power,0.00042969491591587135,-1.5153702513065314e-17,P_L315,204.011,0.012554068010108096,Power line,-0.024979628127741113
P_B305,P_B306,0.1400381928297195,0.006535947712418301,Power,0.00041205502986733667,-2.1244508565144705e-17,P_L316,201.562,0.009696991398793405,Power line,-0.023142065302258395
P_B306,P_B307,0.10001511723125527,0.006535947712418301,Power,0.0003963333993488548,-2.421662097897806e-17,P_L317,188.008,0.006815905183637176,Power line,-0.024421520888563402
P_B307,P_B308,0.06000399947709406,0.006535947712418301,Power,0.00038254260187861583,-2.2267416368076804e-17,P_L318,178.43,0.003910809364639411,Power line,-0.023487289741045428
P_B309,P_B310,1.0477066154135914,0.00980392156862745,Power,0.0005736636010689639,-6.010807495918333e-17,P_L319,261.34,0.026576490764126902,Power line,-0.024343281888595816
P_B309,P_B299S,1.1288056077761552,0.006535947712418301,Power,0.0006058424455076495,-3.470681857764791e-17,P_L299S,139.393,0.03092821444163756,Power line,-0.04408902341463853
P_B310,P_B311,0.9659289399329124,0.008986928104575163,Power,0.0005389674742382264,-4.109833048928994e-17,P_L320,211.973,0.022233103754616776,Power line,-0.026235003780242953
P_B311,P_B312,0.9046991060485654,0.008986928104575163,Power,0.0005121287251922103,2.997791806283965e-17,P_L321,197.565,0.018710374939325605,Power line,-0.025894761512340034
P_B312,P_B313,0.8236904978446505,0.010620915032679739,Power,0.00048654569430934636,6.798076644436183e-17,P_L322,235.859,0.014293625251410787,Power line,-0.024243454459606663
P_B313,P_B314,0.7226899161926222,0.00980392156862745,Power,0.00045955668544777576,9.373760701740756e-17,P_L323,272.418,0.008975518423031851,Power line,-0.02402273579481857
P_B314,P_B315,0.6617980275784263,0.008169934640522876,Power,0.00043763613181345033,2.3885942907468846e-17,P_L324,180.044,0.005423444536378801,Power line,-0.02425755507183014
P_B315,P_B323,0.6013017892957764,0.006535947712418301,Power,0.0004117724031895839,1.0783193712081525e-17,P_L377,512.169,0.0018286869095630197,Power line,-0.01704509922509443
P_B316,P_B317,0.6221893136344261,0.008986928104575163,Power,0.000595870279291012,3.2548880777792665e-16,P_L325,266.843,0.022909356071517454,Power line,-0.020951343364834996
P_B316,P_B300S,0.6825691526156114,0.005718954248366014,Power,0.0006305934851968376,1.2948791226501482e-16,P_L300S,129.991,0.026291594236266286,Power line,-0.014570607745833034
P_B317,P_B318,0.5415407913644836,0.00980392156862745,Power,0.0005527319925020406,6.300130073939805e-16,P_L326,283.575,0.018621534355977576,Power line,-0.022003087303245066
P_B318,P_B319,0.4510173337302124,0.00980392156862745,Power,0.0005160334430847571,1.3297126518128161e-15,P_L327,253.328,0.014353720643638978,Power line,-0.02299928986593408
P_B319,P_B320,0.3706922773707752,0.008986928104575163,Power,0.0004851645390505283,3.0784954772405135e-15,P_L328,264.453,0.010084239597700271,Power line,-0.021225772964366472
P_B320,P_B321,0.31046258240877495,0.008986928104575163,Power,0.0004435527430883693,4.399140838705201e-15,P_L329,579.883,0.006663986226869008,Power line,-0.014824920106608259
P_B321,P_B324,0.250106563872854,0.006535947712418301,Power,0.00040597718565089247,2.998664232147818e-15,P_L332,261.961,0.0017779324903668796,Power line,-0.015989799062435833
P_B322,P_B323,0.30000109956090293,0.004901960784313725,Power,0.0003965369142838176,1.0925257223812238e-17,P_L331,226.237,0.0023131563823446046,Power line,-0.010374338401826524
P_B322,P_B330S,6.412334594949847e-15,0.004084967320261438,Power,0.0004078429312620981,-4.520479964620166e-17,P_L330S,289.306,0.0030886735468685462,Power line,-0.02991266311242021
P_B325,P_B326,0.3807398012817032,0.008169934640522876,Power,0.0005952164729993674,3.804977667949061e-16,P_L333,312.24,0.0228828329340019,Power line,-0.01772492050411716
P_B326,P_B327,0.3404546852961505,0.006535947712418301,Power,0.0005471183498445384,3.4495934256737563e-16,P_L334,299.648,0.020224928196007307,Power line,-0.017610703870286945
P_B327,P_B328,0.3002347416282524,0.008169934640522876,Power,0.0005134901129775482,1.9360723907569509e-16,P_L335,188.224,0.017543013854171174,Power line,-0.02043901747723129
P_B328,P_B329,0.2201266062562081,0.008986928104575163,Power,0.0004877506650099185,2.920556994255491e-17,P_L336,235.967,0.01301980194257421,Power line,-0.02035039452051663
P_B329,P_B330,0.1600537035792757,0.008986928104575163,Power,0.00046041405300374687,-1.166971047775396e-16,P_L337,261.34,0.009353213205613565,Power line,-0.019578181350363252
P_B330,P_B331,0.08001066010605883,0.008986928104575163,Power,0.0004349813015960901,-1.6602937700651068e-16,P_L338,251.704,0.004709953274808917,Power line,-0.017138887913391413
P_B332,P_B337,0.7617900417488934,0.008169934640522876,Power,0.0006515841623202148,0.03044998192692734,P_L339,194.412,0.043382687869510196,Power line,-0.014643675342805411
P_B332,P_B302S,0.8226684238613893,0.005718954248366014,Power,0.0006931505793656698,0.007428599636949803,P_L302S,207.908,0.04642103152448724,Power line,-0.05086893551637728
P_B337,P_B333,0.5010028587657508,0.007352941176470588,Power,0.0005985546533722377,0.0705774224559453,P_L340,404.638,0.02918193013759968,Power line,-0.0137766502793935
P_B337,P_B338,0.22008230771498788,0.008169934640522876,Power,0.0006255258622907965,0.026941175551639957,P_L344,75.145,0.01325453300388301,Power line,-0.015106066440864551
P_B333,P_B334,0.3003000797820937,0.007352941176470588,Power,0.0005489344219278092,0.06133329536586152,P_L341,211.973,0.016687701255365325,Power line,-0.015994054515585585
P_B333,P_B342,0.18007017398069441,0.008169934640522876,Power,0.00054845451655264,0.1701744765141618,P_L348,216.75,0.01152194247558083,Power line,-0.014307594041382894
P_B334,P_B335,0.240178137792042,0.008986928104575163,Power,0.0005108739951080672,0.022966614095542695,P_L342,355.267,0.01325453300388301,Power line,-0.016819618452809798
P_B335,P_B336,0.16004688903131553,0.010620915032679739,Power,0.0004749401970166142,0.010918719521075261,P_L343,240.6,0.008903048679926275,Power line,-0.014474116264156484
P_B336,P_B346,0.06000697353481562,0.008986928104575164,Power,0.0004471163722910772,0.004257349591715853,P_L378,291.639,0.0035932322770925594,Power line,-0.015743983085672913
P_B338,P_B339,0.1600589523259146,0.008169934640522876,Power,0.0005958637820843782,0.003335701885473795,P_L345,258.12,0.009778681012237965,Power line,-0.019052551327439077
P_B339,P_B340,0.10001678519086618,0.008169934640522876,Power,0.0005566606640659694,0.001069904181532428,P_L346,218.302,0.006260145280430186,Power line,-0.02009424331236631
P_B340,P_B341,0.040002686782212624,0.006535947712418301,Power,0.0005230333719281454,0.0003087635153484182,P_L347,248.538,0.0026989258084596755,Power line,-0.01913549790055282
P_B342,P_B343,0.10002682842403554,0.008986928104575163,Power,0.0005078079741199489,0.3374195638430389,P_L349,388.707,0.007143780814022387,Power line,-0.012773954785954547
P_B343,P_B344,0.04000342251175636,0.006535947712418301,Power,0.00047438458017014446,0.9024972685605386,P_L350,156.12,0.0035932322770925594,Power line,-0.012017108271354403
P_B344,P_B345,0.0200019694935336,0.004084967320261438,Power,0.00042736201998169667,1.3517262134071188,P_L351,847.515,0.0018019516060666211,Power line,-0.013547063326063778
P_B350,P_B373,2.045586336398385,0.008986928104575163,Power,0.000585128292568954,4.228396455132914e-17,P_L352,270.821,0.056225096985262464,Power line,-0.026871204998712643
P_B350,P_B305S,2.393359917554758,0.005718954248366014,Power,0.0006243031610199006,4.3066911008850045e-17,P_L305S,214.387,0.05925919589430901,Power line,-0.03559836236655302
P_B373,P_B361,1.9183776555713499,0.007352941176470588,Power,0.00055658905673929,4.1604151397107927e-17,P_L353,112.721,0.05237244933935043,Power line,-0.0406500689938863
P_B361,P_B360,1.8680964746249558,0.005718954248366014,Power,0.0005410040125152019,2.5323230555189482e-17,P_L363,116.675,0.05081271614466443,Power line,0.03703389296592979
P_B351,P_B352,0.12000044754423357,0.007352941176470588,Power,0.00046574112215101287,1.6108422333340027e-17,P_L354,78.206,0.0046663064427641026,Power line,-0.025612875317727844
P_B352,P_B353,0.3000084387802038,0.006535947712418301,Power,0.00047428719973734894,5.360744043688672e-18,P_L355,78.076,0.007434077503300515,Power line,-0.023384189184090853
P_B353,P_B354,0.36005431026608287,0.005718954248366014,Power,0.000482644841266169,-8.064087125589514e-18,P_L356,70.257,0.01017783895999539,Power line,-0.03787864564843865
P_B354,P_B355,0.39011350188672594,0.005718954248366014,Power,0.0004912793283209874,-3.0113047467181806e-18,P_L357,78.06,0.011993674595657788,Power line,-0.034665427580584406
P_B355,P_B356,0.6701914860495215,0.005718954248366014,Power,0.0005006691762550473,1.1890398239666473e-17,P_L358,78.206,0.014697420045950102,Power line,-0.020313570950961136
P_B356,P_B357,0.7004193729485231,0.004901960784313725,Power,0.0005101877267654749,1.6118110594936118e-17,P_L359,75.026,0.016486578344010794,Power line,-0.07173594287753733
P_B357,P_B359,0.7306578268597609,0.004901960784313725,Power,0.0005183468864428484,-1.6323578634882358e-18,P_L360,52.547,0.0182650657070308,Power line,0.08939008293644335
P_B359,P_B358,0.1650197772201557,0.007352941176470588,Power,0.0005146497140606789,-1.0742647311652175e-17,P_L361,108.434,0.005591564530036411,Power line,0.13864350242943754
P_B359,P_B360,0.89585904866966,0.005718954248366014,Power,0.0005275241417033501,-1.5587090074397663e-18,P_L362,86.555,0.024405737864155445,Power line,0.2102225342042555
P_B360,P_B362,0.09000369946259162,0.005718954248366014,Power,0.0005288256855507622,8.26499872559481e-18,P_L364,64.04,0.0028077870669389734,Power line,0.012349247381186423
P_B360,P_B363,0.8817848407037426,0.006535947712418301,Power,0.000515420085601464,3.310696330748712e-18,P_L365,281.976,0.025272305808703998,Power line,0.02796481762901611
P_B363,P_B364,0.2500360646592043,0.004901960784313725,Power,0.0004923339504730627,8.182225256685035e-18,P_L366,86.393,0.0018745257783861532,Power line,-0.04287357294518594
P_B363,P_B365,0.48033550137981296,0.006535947712418301,Power,0.0004939076619995487,1.2062573017517858e-17,P_L367,62.211,0.021790027627948762,Power line,-0.04973748840543165
P_B365,P_B366,0.42024268019462835,0.006535947712418301,Power,0.00048607535284561,8.026813715282785e-18,P_L368,73.298,0.019150307787900545,Power line,-0.0400128562216632
P_B366,P_B367,0.36015891854658416,0.006535947712418301,Power,0.0004775679867553438,-4.070202870768253e-18,P_L369,78.06,0.016486578344010794,Power line,-0.04081168242061282
P_B367,P_B368,0.3000933144040656,0.006535947712418301,Power,0.00046947040315588773,3.88507695278386e-18,P_L370,70.167,0.013798839296279501,Power line,-0.04044481963147871
P_B368,P_B369,0.24005226558201953,0.006535947712418301,Power,0.0004615334305286104,3.58178516308869e-18,P_L371,79.669,0.011087090644706674,Power line,-0.04252363016839406
P_B369,P_B370,0.180022361664286,0.006535947712418301,Power,0.0004540513602452399,1.2872417961155166e-18,P_L372,65.316,0.008351332389292311,Power line,-0.04516197962455909
P_B370,P_B371,0.12000844199069187,0.006535947712418301,Power,0.00044725725038076067,-2.906841382031098e-18,P_L373,70.113,0.005591564530036411,Power line,-0.04473653556935485
P_B371,P_B372,0.060001678152624104,0.005718954248366014,Power,0.0004407735119373086,-3.745744741145949e-18,P_L374,62.211,0.0028077870669389734,Power line,-0.048052267323793946
P_B348,P_B349,0.04000386648537617,0.005718954248366014,Power,0.00051887452356763,1.506055174630149e-16,P_L376,371.306,0.002833975166165862,Power line,-0.015331935367241735
P_B374,P_B375,5.676109490196021e-11,0.0032679738562091504,Power,0.000577058945475934,-2.5588646618856854e-18,P_L379,81.458,0.0009640834184269819,Power line,-0.0034243123345565445
P_B374,P_B376,6.525287321384413e-11,0.0032679738562091504,Power,0.0005767304665647242,-3.274666160086164e-18,P_L380,85.506,0.0009640834184269819,Power line,-0.009178241999892266
P_B374,P_B385S,2.275647576789868e-09,0.004084967320261438,Power,0.00059319963970488,-1.064254032970185e-18,P_L385S,106.928,0.0028842470540004334,Power line,-0.03962801504604382
P_B378,P_B379,0.2506929511386674,0.0032679738562091504,Power,0.0006764917582742945,3.513908001012485e-18,P_L387,208.224,0.007968792680646477,Power line,0.0010451700251311227
P_B378,P_B386S,0.25075267861210077,0.0032679738562091504,Power,0.0007219737201213773,-2.6370384469580373e-18,P_L386S,171.202,0.00895288696380652,Power line,-0.02807868380472804
P_B379,P_B380,0.250619788414552,0.0032679738562091504,Power,0.0006350953436006283,-6.1063810343269905e-18,P_L388,179.501,0.006982030663726266,Power line,0.012962945153788713
P_B380,P_B381,0.2505562541988731,0.0032679738562091504,Power,0.0005978305622672207,-6.092885765872257e-17,P_L389,218.994,0.005992600913045883,Power line,-0.010095073203386732
P_B381,P_B382,0.2504781528245571,0.0032679738562091504,Power,0.0005586475944522507,-1.9261855826322337e-16,P_L390,256.132,0.005000503428605329,Power line,-0.02183827152594535
P_B382,P_B383,0.250385973569985,0.0032679738562091504,Power,0.0005192907269284688,-3.3935706731765425e-16,P_L391,291.997,0.004005738210404605,Power line,-0.0011590984768558394
P_B383,P_B384,0.2502797731247904,0.0032679738562091504,Power,0.000483598211809522,-5.963412974181808e-16,P_L392,277.627,0.0030083052584437098,Power line,0.011694553013310651
P_B384,P_B385,0.25017767908304467,0.0032679738562091504,Power,0.0004441963639481458,-7.063834583824559e-16,P_L393,473.881,0.002008204572722644,Power line,-0.0023018943236845155
P_B5S,P_B5,14.443428055194566,0.004901960784313725,Power,0.0008246653459507423,-1.9581624941353975e-17,P_L5S,234.982,0.07913431006557897,Power line,-0.03651414512523672
P_B9S,P_B9,6.1249000814535455,0.004901960784313725,Power,0.0008935371622370054,4.172985441355242e-19,P_L9S,180.016,0.04510811443311049,Power line,-0.014889940229584654
P_B23S,P_B28,2.252456891920078,0.005718954248366014,Power,0.000857855436264793,-6.4358307699968174e-18,P_L23S,202.419,0.04723913967442446,Power line,-0.0371966121667658
P_B60S,P_B68,6.137074326534144,0.004901960784313725,Power,0.0006353900736507136,5.438120940924972e-18,P_L60S,192.76,0.04014603627909497,Power line,-0.013851652867547956
P_B64S,P_B72,2.0749906810956493,0.004901960784313725,Power,0.0007050829351818692,-6.274489307746756e-18,P_L64S,175.237,0.05527567040241288,Power line,-0.01532058847638885
P_B274S,P_B154,0.030000883206032523,0.0032679738562091504,Power,0.0007846917424295161,-1.8642800539002444e-18,P_L274S,135.234,0.0017007371796374801,Power line,-0.04509655232608184
P_B276S,P_B159,0.03000084819068545,0.0032679738562091504,Power,0.0007131514727907979,-1.5305801491810138e-18,P_L276S,128.196,0.0017101077695075427,Power line,-0.0405858142530387
P_B280S,P_B167,0.15001633696604605,0.0032679738562091504,Power,0.0005927122740342644,4.8174073386549636e-18,P_L280S,107.6,0.0016629645600865265,Power line,-0.04484536517231491
P_B283S,P_B168,0.22504965550026568,0.0032679738562091504,Power,0.0005325328199592882,1.5579629054359924e-18,P_L283S,147.78,0.0016578629887611274,Power line,-0.032557559595228575
P_B303S,P_B73,0.060004949565366804,0.005718954248366014,Power,0.0007287015473146582,1.8486865278093243e-17,P_L303S,203.937,0.05065601774385902,Power line,-0.0386163749237648
W_JIN0,W_JIN10,0.0173679900923216,0.0038071065989847713,Water,0.00032509498452895614,5.778122866330199e-18,W_PMA477,52.355,0.13854134142769314,Water pipe,-0.006556833192619473
W_JIN0,W_JVN838,0.0175824967608976,0.0031725888324873096,Water,0.00033017736828052117,1.2840603776369093e-17,W_PMA478,168.932,0.14069636816032496,Water pipe,-0.009770645982960202
W_JIN2,W_JIN840,0.0175824967608976,0.0038071065989847713,Water,0.0003385151760164735,4.9199727582565016e-18,W_PMA480,34.144,0.14498710846592353,Water pipe,-0.009356053479607863
W_JIN2,W_JIN8,0.017878389781621,0.0038071065989847713,Water,0.0003402345944339497,3.5719594192301155e-18,W_PMA481,36.767,0.14712282203889027,Water pipe,-0.007253097179732089
W_JIN4,W_JVN842,0.0179113649240047,0.0031725888324873096,Water,0.00034906072416685343,-2.804395429452554e-18,W_PMA483,99.216,0.1513749360251586,Water pipe,-0.010072759190928458
W_JIN4,W_JIN6,0.0179443400663885,0.0038071065989847713,Water,0.00035248324808227527,-9.63459973090266e-18,W_PMA484,34.668,0.15349133643846022,Water pipe,-0.008810389926936602
W_JIN6,W_JVN843,0.018279685491813,0.0031725888324873096,Water,0.00035489433986073213,-9.205069642154166e-18,W_PMA485,57.89,0.15560129913187346,Water pipe,0.002935623309032665
W_JIN8,W_JVN841,0.0179113649240047,0.0031725888324873096,Water,0.00034382319580189417,-1.6749634332254358e-18,W_PMA482,108.761,0.1492520978919686,Water pipe,-0.00844102438000796
W_JIN10,W_JVN837,0.0168157405716647,0.0031725888324873096,Water,0.00032237392888600797,-7.21213007223611e-18,W_PMA476,69.637,0.13637987697517293,Water pipe,0.00453326592171217
W_JIN849,W_JIN848,0.0190728729659775,0.0038071065989847713,Water,0.0003643566114763929,-2.29143037822658e-18,W_PMA489,67.85,0.23007767109045318,Water pipe,-0.006810002152885582
W_JIN849,W_JVN850,0.0191058481083613,0.0031725888324873096,Water,0.0003677117931640055,-5.361816068233819e-18,W_PMA490,68.591,0.23193978156816417,Water pipe,0.008270092099657685
W_JIN848,W_JVN847,0.0187375275405524,0.0031725888324873096,Water,0.0003607093208340839,-2.1991835886974238e-18,W_PMA488,82.96,0.2282091228928538,Water pipe,0.004674380617292013
W_JIN16,W_JIN852,0.0191058481083613,0.0038071065989847713,Water,0.00037852277315402025,1.2023329812195876e-17,W_PMA492,12.237,0.23564468936392108,Water pipe,-0.005894354978424811
W_JIN16,W_JIN853,0.019303110120967,0.0038071065989847713,Water,0.000379753707463976,1.7002913990285212e-17,W_PMA493,34.876,0.23748748668196698,Water pipe,-0.007421986535873382
W_JIN853,W_JVN854,0.0196976341498138,0.0031725888324873096,Water,0.0003813379824221786,7.500879295593009e-18,W_PMA494,25.59,0.23932384628012449,Water pipe,0.021905277427078193
W_JIN859,W_JIN858,0.0201224414717323,0.0038071065989847713,Water,0.00039806592792932514,9.228748798790386e-18,W_PMA497,35.25,0.24479429875526684,Water pipe,-0.007065001075249579
W_JIN859,W_JVN860,0.0203591558890458,0.0031725888324873096,Water,0.0004035258639976444,1.8752315561227133e-17,W_PMA498,153.821,0.2466049074738709,Water pipe,-0.007703945263909705
W_JIN858,W_JVN857,0.0196976341498138,0.0031725888324873096,Water,0.00039546191933953993,-4.589407956648364e-18,W_PMA496,57.22,0.24297725231677444,Water pipe,0.006331348927067285
W_JIN862,W_JVN861,0.0203591558890458,0.0038071065989847713,Water,0.0004116229444149793,-1.0615656624915952e-17,W_PMA499,119.261,0.24840907847258656,Water pipe,-0.0051958892787933655
W_JIN862,W_JVN867,0.0209868612813997,0.0038071065989847713,Water,0.00041936044329091057,-8.59172845854277e-18,W_PMA503,133.701,0.2511032642458694,Water pipe,-0.010245872660658408
W_JIN864,W_JIN1519,0.0209868612813997,0.0038071065989847713,Water,0.00042963732800186056,1.0625687337453653e-18,W_PMA500,133.064,0.25467297992397053,Water pipe,-0.018257525758673093
W_JIN864,W_JIN865,0.0215815915313756,0.0038071065989847713,Water,0.00043547573528145644,6.031963272044724e-18,W_PMA501,46.3,0.2564481811831885,Water pipe,-0.005054475227664978
W_JIN865,W_JVN866,0.0218577583497672,0.0031725888324873096,Water,0.0004380929677887596,7.48467024058187e-18,W_PMA502,32.45,0.25821694472251816,Water pipe,0.022118157235040275
W_JIN110,W_JVN1021,0.0001419529419067,0.005076142131979695,Water,0.0003062336212212444,-8.253603843596408e-18,W_PMA640,183.691,0.008843817696648201,Water pipe,-0.03057992436742494
W_JIN110,W_JVN1022,0.0,0.005076142131979695,Water,0.00030054475642935554,-3.226630921993486e-18,W_PMA641,62.943,0.0025348522060456625,Water pipe,0.012376249445362293
W_JIN34,W_JIN120,0.0002839058894898,0.005710659898477157,Water,0.00031739600028641386,1.8388081598310657e-17,W_PMA638,175.816,0.01760877332466387,Water pipe,-0.013183320363403618
W_JIN34,W_JVN1020,0.0001419529419067,0.005076142131979695,Water,0.0003117891029713289,1.2383342618254925e-17,W_PMA639,52.23,0.01135613788308457,Water pipe,-0.0015935902793976116
W_JIN118,W_JIN122,0.0003785411803074,0.005076142131979695,Water,0.00032970347557539063,-1.3177945864292941e-17,W_PMA635,103.09,0.027529299672641942,Water pipe,-0.006774669250386393
W_JIN118,W_JVN1018,0.0002957352994225,0.004441624365482233,Water,0.0003250228492076133,-1.4923792679646562e-18,W_PMA636,75.735,0.022581911938429646,Water pipe,-0.009236702585940094
W_JIN44,W_JIN64,0.0001774411773794,0.005076142131979695,Water,0.0003356463129964248,-4.25238286676934e-18,W_PMA631,77.057,0.007585243458471878,Water pipe,-0.010894300906364958
W_JIN44,W_JVN1015,0.0,0.004441624365482233,Water,0.00033252461543381,-6.074697308556244e-18,W_PMA632,35.036,0.0025348522060456625,Water pipe,0.008985694826112951
W_JVN1013,W_JIN68,0.0003193941192832,0.005076142131979695,Water,0.00034662195468615855,6.371006465906389e-18,W_PMA629,101.221,0.016361465096292195,Water pipe,-0.009985651603036794
W_JIN52,W_JVN1010,0.0004140294157788,0.004441624365482233,Water,0.0003568502578221391,-1.909749589370207e-18,W_PMA627,49.169,0.02382117301694086,Water pipe,-0.001016184602600034
W_JIN52,W_JIN68,0.0003312235292158,0.005076142131979695,Water,0.0003524677806939445,1.5346595183013378e-18,W_PMA628,93.618,0.018854472123063452,Water pipe,-0.01053499001091451
W_JIN74,W_JVN1006,0.0005323235321403,0.004441624365482233,Water,0.00036978837505889216,-1.0177998871807617e-17,W_PMA624,73.039,0.03367732216603523,Water pipe,-0.011022425285773175
W_JIN74,W_JIN72,0.0004731764767984,0.005076142131979695,Water,0.0003643566786510837,-8.308654354040165e-18,W_PMA625,93.64,0.028762123031264786,Water pipe,-0.013660208225228971
W_JIN58,W_JVN1004,0.0007215941251351,0.005076142131979695,Water,0.00038364592730703466,-1.085527157516918e-17,W_PMA622,143.976,0.04464236856590133,Water pipe,-0.025226343830648135
W_JIN58,W_JIN1511,0.0005323235321403,0.005710659898477157,Water,0.00037783250790402953,-2.443790714921775e-18,W_PMA623,22.013,0.0385667704212522,Water pipe,-0.010089252149974907
W_JIN64,W_JVN1014,0.000189270587312,0.0031725888324873096,Water,0.00034068855589805525,-2.4659387933480616e-18,W_PMA630,100.463,0.010100782504852432,Water pipe,-0.010770917547378165
W_JIN72,W_JVN1009,0.0004140294157788,0.0031725888324873096,Water,0.00035988555390441864,-4.0783908009164687e-19,W_PMA626,46.05,0.026294866884047006,Water pipe,-0.008536861292991638
W_JIN80,W_JIN90,0.0009108647124548,0.0076142131979695426,Water,0.0003979555899840971,1.3319964297354218e-17,W_PMA620,195.514,0.05308060990958222,Water pipe,-0.011340361276825736
W_JIN80,W_JVN1003,0.0007215941251351,0.005076142131979695,Water,0.0003896950138042213,2.2494102335106406e-18,W_PMA621,25.989,0.04706134181395633,Water pipe,0.013367374347599124
W_JIN90,W_JVN1002,0.0010764764799098,0.005076142131979695,Water,0.00040589098345894515,1.3521260778881454e-17,W_PMA619,15.878,0.0590596422559058,Water pipe,0.020262741551036457
W_JIN98,W_JVN1000,0.0011829411863439,0.005076142131979695,Water,0.0004234139404742446,3.3099092406637003e-18,W_PMA617,102.305,0.06736269148193093,Water pipe,-0.007661204756858227
W_JIN98,W_JVN1001,0.0010764764799098,0.005076142131979695,Water,0.0004128572762882787,2.7130082712856546e-18,W_PMA618,157.512,0.06143998918463058,Water pipe,-0.024758376117199915
W_JIN104,W_JVN999,0.0011829411863439,0.004441624365482233,Water,0.00043166757865438374,-1.7475641420479838e-17,W_PMA616,90.233,0.06972050639104642,Water pipe,-0.02137987858592735
W_JIN104,W_JIN1510,0.0012657470672339,0.005076142131979695,Water,0.00043880487833008655,-9.396193553425691e-18,W_PMA1040,72.809,0.07441682304961228,Water pipe,-0.007289344268233409
