W_P10,W_P11,W_P12,W_P21,W_P22,W_P31,W_P110,W_P111,W_P112,W_P113,W_P121,W_P122,W_WP9,time
0.14149906973700194,0.09636598460412055,0.007137596377096527,0.016774783827821143,0.008634952722903473,0.0031222227450602214,-0.07209985369700192,0.03566955567288137,0.0076650050700221095,0.0008285767370965273,0.009431242385060221,0.0031867968949397785,0.14149906973700194,6900
0.14146394237065718,0.09633877757497822,0.007139042686838019,0.016767782809547382,0.008633506413161981,0.0031213034261315703,-0.07206472633065718,0.035661635335678954,0.007671479097483028,0.000830023046838019,0.00943032306613157,0.0031877162138684296,0.14146394237065718,6960
0.14142882371769372,0.09631157690801188,0.007140488929543839,0.016760783596978957,0.008632060170456162,0.0031203846527028648,-0.07202960767769372,0.03565371734968182,0.00767795084077434,0.0008314692895438387,0.009429404292702864,0.003188634987297135,0.14142882371769372,7020
0.1413937137799858,0.09628438260484956,0.007141935104346479,0.016753786190517168,0.00863061399565352,0.0031194664246190795,-0.07199449773998581,0.03564580171513625,0.007684420300517274,0.0008329154643464793,0.009428486064619079,0.0031895532153809205,0.1413937137799858,7080
0.14135861255940724,0.09625719466711975,0.007143381210379217,0.016746790590562364,0.008629167889620783,0.0031185487417251263,-0.07195939651940725,0.03563788843228749,0.007690887477333291,0.0008343615703792173,0.009427568381725126,0.0031904708982748737,0.14135861255940724,7140
0.14188868210013075,0.09391233616917595,0.009765110505032506,0.014591348439795168,0.009161948414967492,0.003101703219159641,-0.05860962285213076,0.036620110578954805,0.014181367460012683,0.0021942869370325073,0.01067252678715964,0.004469120348840359,0.14188868210013075,7200
0.1418601343949924,0.09388999035770355,0.009766369143319692,0.014585716306167295,0.009160689776680308,0.0031011334591215444,-0.05858107514699239,0.03661390868528884,0.014186310715391465,0.0021955455753196918,0.010671957027121544,0.004469690108878455,0.1418601343949924,7260
0.14183159502918374,0.09386765079812959,0.009767627443345044,0.014580085904873936,0.009159431476654954,0.00310056405418022,-0.058552535781183745,0.03660770887905415,0.014191252221600796,0.002196803875345045,0.01067138762218022,0.00447025951381978,0.14183159502918374,7320
0.14180306400345097,0.09384531749118868,0.009768885404962322,0.014574457236061345,0.009158173515037678,0.003099995004200934,-0.05852400475545096,0.03660151116026228,0.014196191978775398,0.0021980618369623218,0.010670818572200933,0.004470828563799066,0.14180306400345097,7380
0.14177454131853875,0.09382299043761448,0.009770143028026413,0.014568830299875393,0.009156915891973587,0.0030994263090488813,-0.05849548207053876,0.03659531552892427,0.01420112998704931,0.002199319460026413,0.010670249877048881,0.004471397258951119,0.14177454131853875,7440
0.14174602697519104,0.09380066963813988,0.009771400312392417,0.01456320509646201,0.009155658607607581,0.003098857968589144,-0.058466967727191024,0.03658912198505115,0.014206066246556426,0.002200576744392418,0.010669681536589143,0.004471965599410855,0.14174602697519104,7500
0.14171752097415,0.09377835509349629,0.009772657257916099,0.014557581625966685,0.009154401662083901,0.0030982899826870218,-0.05843846172614999,0.036582930528653704,0.014211000757430193,0.0022018336899160985,0.010669113550687021,0.004472533585312978,0.14171752097415,7560
0.1416890233161576,0.09375604680441567,0.009773913864451676,0.014551959888534216,0.009153145055548324,0.003097722351207709,-0.058409964068157585,0.036576741159741924,0.014215933519806398,0.0022030902964516753,0.010668545919207708,0.004473101216792291,0.1416890233161576,7620
0.1416605340019539,0.09373374477162787,0.009775170131855838,0.014546339884309806,0.009151888788144161,0.0030971550740162375,-0.05838147475395391,0.03657055387832604,0.014220864533818114,0.002204346563855839,0.010667978642016237,0.004473668493983762,0.1416605340019539,7680
0.14163205303227822,0.09371144899586249,0.009776426059984323,0.014540721613438053,0.009150632860015676,0.0030965881509776726,-0.05835299378427822,0.036564368684415725,0.01422579379959995,0.0022056024919843236,0.010667411718977672,0.004474235417022327,0.14163205303227822,7740
0.14160358040786897,0.09368915947784853,0.00977768164869331,0.014535105076063136,0.009149377271306687,0.0030960215819572975,-0.05832452115986897,0.03655818557802043,0.014230721317286253,0.0022068580806933118,0.010666845149957296,0.004474801986042702,0.14160358040786897,7800
0.14157511612946294,0.09366687621831363,0.00977893689783946,0.014529490272329306,0.00914812202216054,0.0030954553668199884,-0.05829605688146292,0.036552004559149295,0.014235647087011243,0.0022081133298394594,0.010666278934819988,0.0044753682011800106,0.14157511612946294,7860
0.14154666019779624,0.0936445992179849,0.009780191807279424,0.014523877202380422,0.009146867112720575,0.0030948895054309297,-0.05826760094979625,0.03654582562781135,0.01424057110890922,0.002209368239279425,0.01066571307343093,0.00447593406256907,0.14154666019779624,7920
0.14151821261360378,0.09362232847758889,0.009781446376870003,0.01451826586635984,0.009145612543129997,0.0030943239976550514,-0.058239153365603785,0.03653964878401489,0.014245493383115104,0.002210622808870003,0.01066514756565505,0.0044764995703449485,0.14151821261360378,7980
0.14148977337761906,0.09360006399785072,0.009782700606468787,0.014512656264410841,0.009144358313531211,0.003093758843357494,-0.05821071412961905,0.03653347402776833,0.014250413909762876,0.0022118770384687873,0.010664582411357494,0.004477064724642505,0.14148977337761906,8040
0.1414613424905748,0.09357780577949507,0.009783954495932798,0.014507048396676546,0.0091431044240672,0.003093194042403182,-0.058182283242574795,0.03652730135907972,0.014255332688987472,0.0022131309279327985,0.01066401761040318,0.004477629525596817,0.1414613424905748,8100
